Medal_type;Medal_code;Medal_date;Name;Gender;Discipline;Code_Discipline;Event;url_event;Country_code;Country
Bronze Medal;3;2024-05-08;Manila ESPOSITO;W;Artistic Gymnastics;GAR;Women's Balance Beam;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--;ITA;Italy
Bronze Medal;3;2024-09-08;Gulomjon ABDULLAEV;M;Wrestling;WRE;Men's Freestyle 57kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-57kg/repf000200--;UZB;Uzbekistan
Bronze Medal;3;2024-07-29;Adil OSMANOV;M;Judo;JUD;Men -73 kg;https://olympics.com/en/paris-2024/results/judo/men--73-kg/repf000100--;MDA;Republic of Moldova
Bronze Medal;3;2024-07-28;Jenny RISSVEDS;W;Cycling Mountain Bike;MTB;Women's Cross-country;https://olympics.com/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--;SWE;Sweden
Bronze Medal;3;2024-10-08;Yarisleidis CIRILO DUBOYS;W;Canoe Sprint;CSP;Women's Canoe Single 200m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------;CUB;Cuba
Gold Medal;1;2024-09-08;Valentin BONTUS;M;Sailing;SAL;Men's Kite;https://olympics.com/en/paris-2024/results/sailing/men-s-kite/fnl-000300--;AUT;Austria
Bronze Medal;3;2024-06-08;Zholaman SHARSHENBEKOV;M;Wrestling;WRE;Men's Greco-Roman 60kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/repf000100--;KGZ;Kyrgyzstan
Bronze Medal;3;2024-10-08;Nafia KUS AYDIN;W;Taekwondo;TKW;Women +67kg;https://olympics.com/en/paris-2024/results/taekwondo/women--plus-67kg/repf000200--;TUR;Türkiye
Silver Medal;2;2024-09-08;Buse Naz CAKIROGLU;W;Boxing;BOX;Women's 50kg;https://olympics.com/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--;TUR;Türkiye
Silver Medal;2;2024-08-08;Hatice AKBAS;W;Boxing;BOX;Women's 54kg;https://olympics.com/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--;TUR;Türkiye
Silver Medal;2;2024-10-08;Tamara CSIPES;W;Canoe Sprint;CSP;Women's Kayak Single 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-kayak-single-500m/fnl---------;HUN;Hungary
Bronze Medal;3;2024-09-08;Antonino PIZZOLATO;M;Weightlifting;WLF;Men's 89kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--;ITA;Italy
Bronze Medal;3;2024-07-08;Lena STOJKOVIC;W;Taekwondo;TKW;Women -49kg;https://olympics.com/en/paris-2024/results/taekwondo/women--49kg/repf000200--;CRO;Croatia
Bronze Medal;3;2024-07-30;Somon MAKHMADBEKOV;M;Judo;JUD;Men -81 kg;https://olympics.com/en/paris-2024/results/judo/men--81-kg/repf000200--;TJK;Tajikistan
Gold Medal;1;2024-04-08;Yaroslava MAHUCHIKH;W;Athletics;ATH;Women's High Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--;UKR;Ukraine
Bronze Medal;3;2024-07-27;Tara BABULFATH;W;Judo;JUD;Women -48 kg;https://olympics.com/en/paris-2024/results/judo/women--48-kg/repf000200--;SWE;Sweden
Gold Medal;1;2024-09-08;Viviana MARTON;W;Taekwondo;TKW;Women -67kg;https://olympics.com/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--;HUN;Hungary
Bronze Medal;3;2024-08-08;Anderson PETERS;M;Athletics;ATH;Men's Javelin Throw;https://olympics.com/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--;GRN;Grenada
Gold Medal;1;2024-08-08;Arshad NADEEM;M;Athletics;ATH;Men's Javelin Throw;https://olympics.com/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--;PAK;Pakistan
Bronze Medal;3;2024-10-08;Grace Jacob BULLEN;W;Wrestling;WRE;Women's Freestyle 62kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-62kg/repf000200--;NOR;Norway
Silver Medal;2;2024-10-08;Munarbek SEIITBEK UULU;M;Boxing;BOX;Men's 57kg;https://olympics.com/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--;KGZ;Kyrgyzstan
Bronze Medal;3;2024-07-08;Djamili-Dini ABOUDOU MOINDZE;M;Boxing;BOX;Men's +92kg;https://olympics.com/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000200--;FRA;France
Silver Medal;2;2024-10-08;DANY DANN;M;Breaking;BKG;B-Boys;https://olympics.com/en/paris-2024/results/breaking/b-boys/fnl-000100--;FRA;France
Gold Medal;1;2024-07-29;Nicolas GESTIN;M;Canoe Slalom;CSL;Men's Canoe Single;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--;FRA;France
Silver Medal;2;2024-10-08;SATO Taishu;M;Modern Pentathlon;MPN;Men's Individual;https://olympics.com/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--;JPN;Japan
Silver Medal;2;2024-11-08;Lea FRIEDRICH;W;Cycling Track;CTR;Women's Sprint;https://olympics.com/en/paris-2024/results/cycling-track/women-s-sprint/fnl---------;GER;Germany
Silver Medal;2;2024-10-08;TAMAI Rikuto;M;Diving;DIV;Men's 10m Platform;https://olympics.com/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--;JPN;Japan
Silver Medal;2;2024-10-08;Esther HENSELEIT;W;Golf;GLF;Women's Individual Stroke Play;https://olympics.com/en/paris-2024/results/golf/women-s-individual-stroke-play/fnl---------;GER;Germany
Bronze Medal;3;2024-01-08;Peter PALTCHIK;M;Judo;JUD;Men -100 kg;https://olympics.com/en/paris-2024/results/judo/men--100-kg/repf000100--;ISR;Israel
Silver Medal;2;2024-09-08;Karsten WARHOLM;M;Athletics;ATH;Men's 400m Hurdles;https://olympics.com/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--;NOR;Norway
Silver Medal;2;2024-07-08;Anne-Marie RINDOM;W;Sailing;SAL;Women's Dinghy;https://olympics.com/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--;DEN;Denmark
Bronze Medal;3;2024-09-08;VIDTS Noor;W;Athletics;ATH;Women's Heptathlon;;BEL;Belgium
Bronze Medal;3;2024-07-28;Kimberley WOODS;W;Canoe Slalom;CSL;Women's Kayak Single;https://olympics.com/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-07-28;KANO Koki;M;Fencing;FEN;Men's Épée Individual;https://olympics.com/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--;JPN;Japan
Bronze Medal;3;2024-07-29;HASHIMOTO Soichi;M;Judo;JUD;Men -73 kg;https://olympics.com/en/paris-2024/results/judo/men--73-kg/repf000200--;JPN;Japan
Silver Medal;2;2024-07-31;MURAO Sanshiro;M;Judo;JUD;Men -90 kg;https://olympics.com/en/paris-2024/results/judo/men--90-kg/fnl-000100--;JPN;Japan
Silver Medal;2;2024-10-08;Iryna KOLIADENKO;W;Wrestling;WRE;Women's Freestyle 62kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-62kg/fnl-000100--;UKR;Ukraine
Bronze Medal;3;2024-06-08;Janjaem SUWANNAPHENG;W;Boxing;BOX;Women's 66kg;https://olympics.com/en/paris-2024/results/boxing/women-s-66kg/sfnl000100--;THA;Thailand
Bronze Medal;3;2024-03-08;Veronika MAJOR;W;Shooting;SHO;25m Pistol Women;https://olympics.com/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;HUN;Hungary
Gold Medal;1;2024-08-08;Eleanor ALDRIDGE;W;Sailing;SAL;Women's Kite;https://olympics.com/en/paris-2024/results/sailing/women-s-kite/fnl-000200--;GBR;Great Britain
Bronze Medal;3;2024-10-08;Noah WILLIAMS;M;Diving;DIV;Men's 10m Platform;https://olympics.com/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-10-08;Tamirat TOLA;M;Athletics;ATH;Men's Marathon;https://olympics.com/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--;ETH;Ethiopia
Gold Medal;1;2024-08-08;XIE Siyi;M;Diving;DIV;Men's 3m Springboard;https://olympics.com/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--;CHN;China
Silver Medal;2;2024-03-08;SUN Yingsha;W;Table Tennis;TTE;Women's Singles;https://olympics.com/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--;CHN;China
Bronze Medal;3;2024-09-08;David BETLEHEM;M;Marathon Swimming;OWS;Men's 10km;https://olympics.com/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--;HUN;Hungary
Bronze Medal;3;2024-10-08;Aisuluu TYNYBEKOVA;W;Wrestling;WRE;Women's Freestyle 62kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-62kg/repf000100--;KGZ;Kyrgyzstan
Gold Medal;1;2024-07-27;Remco EVENEPOEL;M;Cycling Road;CRD;Men's Individual Time Trial;https://olympics.com/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--;BEL;Belgium
Bronze Medal;3;2024-07-31;Gabriella WILLEMS;W;Judo;JUD;Women -70 kg;https://olympics.com/en/paris-2024/results/judo/women--70-kg/repf000200--;BEL;Belgium
Silver Medal;2;2024-02-08;Benjamin PROUD;M;Swimming;SWM;Men's 50m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--;GBR;Great Britain
Silver Medal;2;2024-02-08;Duncan SCOTT;M;Swimming;SWM;Men's 200m Individual Medley;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--;GBR;Great Britain
Bronze Medal;3;2024-10-08;LEE Dabin;W;Taekwondo;TKW;Women +67kg;https://olympics.com/en/paris-2024/results/taekwondo/women--plus-67kg/repf000100--;KOR;Korea
Gold Medal;1;2024-07-08;PARK Taejoon;M;Taekwondo;TKW;Men -58kg;https://olympics.com/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--;KOR;Korea
Gold Medal;1;2024-07-31;Alex YEE;M;Triathlon;TRI;Men's Individual;https://olympics.com/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-07-30;Nathan HALES;M;Shooting;SHO;Trap Men;https://olympics.com/en/paris-2024/results/shooting/trap-men/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-01-08;Hubert KOS;M;Swimming;SWM;Men's 200m Backstroke;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--;HUN;Hungary
Gold Medal;1;2024-07-27;Lukas MAERTENS;M;Swimming;SWM;Men's 400m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--;GER;Germany
Gold Medal;1;2024-03-08;Thea LAFOND;W;Athletics;ATH;Women's Triple Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--;DMA;Dominica
Gold Medal;1;2024-02-08;Leon MARCHAND;M;Swimming;SWM;Men's 200m Individual Medley;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--;FRA;France
Gold Medal;1;2024-10-08;Emmanuel WANYONYI;M;Athletics;ATH;Men's 800m;https://olympics.com/en/paris-2024/results/athletics/men-s-800m/fnl-000100--;KEN;Kenya
Bronze Medal;3;2024-07-08;Abraham KIBIWOT;M;Athletics;ATH;Men's 3000m Steeplechase;https://olympics.com/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--;KEN;Kenya
Gold Medal;1;2024-10-08;Faith KIPYEGON;W;Athletics;ATH;Women's 1500m;https://olympics.com/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--;KEN;Kenya
Gold Medal;1;2024-09-08;Beatrice CHEBET;W;Athletics;ATH;Women's 10,000m;https://olympics.com/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--;KEN;Kenya
Bronze Medal;3;2024-08-08;Emma FINUCANE;W;Cycling Track;CTR;Women's Keirin;https://olympics.com/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------;GBR;Great Britain
Silver Medal;2;2024-07-31;Kieran Darren David REILLY;M;Cycling BMX Freestyle;BMF;Men's Park;https://olympics.com/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--;GBR;Great Britain
Silver Medal;2;2024-05-08;HE Bing Jiao;W;Badminton;BDM;Women's Singles;https://olympics.com/en/paris-2024/results/badminton/women-s-singles/fnl-000100--;CHN;China
Silver Medal;2;2024-07-08;DENG Lijuan;W;Sport Climbing;CLB;Women's Speed;https://olympics.com/en/paris-2024/results/sport-climbing/women-s-speed/------------;CHN;China
Silver Medal;2;2024-07-31;Elena LILIK;W;Canoe Slalom;CSL;Women's Canoe Single;https://olympics.com/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--;GER;Germany
Bronze Medal;3;2024-05-08;Noah HEGGE;M;Canoe Slalom;CSL;Men's Kayak Cross;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------;GER;Germany
Bronze Medal;3;2024-05-08;WANG Xinjie;M;Shooting;SHO;25m Rapid Fire Pistol Men;https://olympics.com/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--;CHN;China
Silver Medal;2;2024-07-30;QI Ying;M;Shooting;SHO;Trap Men;https://olympics.com/en/paris-2024/results/shooting/trap-men/fnl-000100--;CHN;China
Silver Medal;2;2024-07-27;Baasankhuu BAVUUDORJ;W;Judo;JUD;Women -48 kg;https://olympics.com/en/paris-2024/results/judo/women--48-kg/fnl-000100--;MGL;Mongolia
Silver Medal;2;2024-04-08;Isabell WERTH;O;Equestrian;EQD;Dressage Individual;https://olympics.com/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--;GER;Germany
Gold Medal;1;2024-06-08;Christian KUKUK;O;Equestrian;EQD;Jumping Individual;https://olympics.com/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--;GER;Germany
Gold Medal;1;2024-09-08;Olivia REEVES;W;Weightlifting;WLF;Women's 71kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--;USA;United States
Gold Medal;1;2024-04-08;LIU Yang;M;Artistic Gymnastics;GAR;Men's Rings;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--;CHN;China
Gold Medal;1;2024-05-08;ZOU Jingyuan;M;Artistic Gymnastics;GAR;Men's Parallel Bars;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--;CHN;China
Gold Medal;1;2024-07-31;OKA Shinnosuke;M;Artistic Gymnastics;GAR;Men's All-Around;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--;JPN;Japan
Bronze Medal;3;2024-06-08;MENG Lingzhe;M;Wrestling;WRE;Men's Greco-Roman 130kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000200--;CHN;China
Silver Medal;2;2024-07-08;Mykolas ALEKNA;M;Athletics;ATH;Men's Discus Throw;https://olympics.com/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--;LTU;Lithuania
Bronze Medal;3;2024-09-08;RAFFAELI Sofia;W;Rhythmic Gymnastics;GRY;Individual All-Around;;ITA;Italy
Silver Medal;2;2024-06-08;YANG Wenlu;W;Boxing;BOX;Women's 60kg;https://olympics.com/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--;CHN;China
Gold Medal;1;2024-03-08;ZHENG Qinwen;W;Tennis;TEN;Women's Singles;https://olympics.com/en/paris-2024/results/tennis/women-s-singles/fnl-000100--;CHN;China
Silver Medal;2;2024-03-08;Sharon KANTOR;W;Sailing;SAL;Women's Windsurfing;https://olympics.com/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--;ISR;Israel
Bronze Medal;3;2024-05-08;Mary MORAA;W;Athletics;ATH;Women's 800m;https://olympics.com/en/paris-2024/results/athletics/women-s-800m/fnl-000100--;KEN;Kenya
Bronze Medal;3;2024-07-30;LEE Joonhwan;M;Judo;JUD;Men -81 kg;https://olympics.com/en/paris-2024/results/judo/men--81-kg/repf000100--;KOR;Korea
Silver Medal;2;2024-06-08;Yasmani ACOSTA FERNANDEZ;M;Wrestling;WRE;Men's Greco-Roman 130kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/fnl-000100--;CHI;Chile
Silver Medal;2;2024-07-28;Nic FINK;M;Swimming;SWM;Men's 100m Breaststroke;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--;USA;United States
Silver Medal;2;2024-07-30;Bobby FINKE;M;Swimming;SWM;Men's 800m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--;USA;United States
Gold Medal;1;2024-07-28;Torri HUSKE;W;Swimming;SWM;Women's 100m Butterfly;https://olympics.com/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--;USA;United States
Gold Medal;1;2024-03-08;Katie LEDECKY;W;Swimming;SWM;Women's 800m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--;USA;United States
Silver Medal;2;2024-07-30;Regan SMITH;W;Swimming;SWM;Women's 100m Backstroke;https://olympics.com/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--;USA;United States
Gold Medal;1;2024-08-08;FUJINAMI Akari;W;Wrestling;WRE;Women's Freestyle 53kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--;JPN;Japan
Bronze Medal;3;2024-07-08;SUSAKI Yui;W;Wrestling;WRE;Women's Freestyle 50kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-50kg/repf000100--;JPN;Japan
Gold Medal;1;2024-09-08;HIGUCHI Rei;M;Wrestling;WRE;Men's Freestyle 57kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--;JPN;Japan
Bronze Medal;3;2024-07-08;Matthew DENNY;M;Athletics;ATH;Men's Discus Throw;https://olympics.com/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--;AUS;Australia
Gold Medal;1;2024-07-28;Jessica FOX;W;Canoe Slalom;CSL;Women's Kayak Single;https://olympics.com/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--;AUS;Australia
Bronze Medal;3;2024-07-29;Nyjah HUSTON;M;Skateboarding;SKB;Men's Street;https://olympics.com/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--;USA;United States
Bronze Medal;3;2024-07-08;Stefano PESCHIERA;M;Sailing;SAL;Men's Dinghy;https://olympics.com/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--;PER;Peru
Gold Medal;1;2024-08-08;Ellesse ANDREWS;W;Cycling Track;CTR;Women's Keirin;https://olympics.com/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------;NZL;New Zealand
Silver Medal;2;2024-07-29;XU Jiayu;M;Swimming;SWM;Men's 100m Backstroke;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--;CHN;China
Gold Medal;1;2024-07-31;PAN Zhanle;M;Swimming;SWM;Men's 100m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--;CHN;China
Silver Medal;2;2024-07-29;TANG Qianting;W;Swimming;SWM;Women's 100m Breaststroke;https://olympics.com/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--;CHN;China
Gold Medal;1;2024-07-08;Keegan PALMER;M;Skateboarding;SKB;Men's Park;https://olympics.com/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--;AUS;Australia
Silver Medal;2;2024-07-31;Zac STUBBLETY-COOK;M;Swimming;SWM;Men's 200m Breaststroke;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--;AUS;Australia
Gold Medal;1;2024-07-30;Kaylee McKEOWN;W;Swimming;SWM;Women's 100m Backstroke;https://olympics.com/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--;AUS;Australia
Silver Medal;2;2024-10-08;Brooke RABOUTOU;W;Sport Climbing;CLB;Women's Boulder & Lead;https://olympics.com/en/paris-2024/results/sport-climbing/women-s-boulder-and-lead/fnl-000200--;USA;United States
Bronze Medal;3;2024-08-08;Sam WATSON;M;Sport Climbing;CLB;Men's Speed;https://olympics.com/en/paris-2024/results/sport-climbing/men-s-speed/------------;USA;United States
Silver Medal;2;2024-07-28;Lauren SCRUGGS;W;Fencing;FEN;Women's Foil Individual;https://olympics.com/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--;USA;United States
Silver Medal;2;2024-01-08;Caio BONFIM;M;Athletics;ATH;Men's 20km Race Walk;https://olympics.com/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--;BRA;Brazil
Bronze Medal;3;2024-03-08;Beatriz Iasmin SOARES FERREIRA;W;Boxing;BOX;Women's 60kg;https://olympics.com/en/paris-2024/results/boxing/women-s-60kg/sfnl000200--;BRA;Brazil
Silver Medal;2;2024-10-08;Nevin HARRISON;W;Canoe Sprint;CSP;Women's Canoe Single 200m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------;USA;United States
Bronze Medal;3;2024-09-08;Aaron Marquel BROOKS;M;Wrestling;WRE;Men's Freestyle 86kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000100--;USA;United States
Silver Medal;2;2024-11-08;Kennedy Alexis BLADES;W;Wrestling;WRE;Women's Freestyle 76kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--;USA;United States
Bronze Medal;3;2024-10-08;Kyle Douglas DAKE;M;Wrestling;WRE;Men's Freestyle 74kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-74kg/repf000100--;USA;United States
Silver Medal;2;2024-09-08;Spencer Richard LEE;M;Wrestling;WRE;Men's Freestyle 57kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--;USA;United States
Bronze Medal;3;2024-10-08;VICTOR;M;Breaking;BKG;B-Boys;https://olympics.com/en/paris-2024/results/breaking/b-boys/fnl-000200--;USA;United States
Silver Medal;2;2024-07-28;Adam PEATY;M;Swimming;SWM;Men's 100m Breaststroke;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-03-08;Simone BILES;W;Artistic Gymnastics;GAR;Women's Vault;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--;USA;United States
Silver Medal;2;2024-05-08;Simone BILES;W;Artistic Gymnastics;GAR;Women's Floor Exercise;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--;USA;United States
Gold Medal;1;2024-04-08;Noah LYLES;M;Athletics;ATH;Men's 100m;https://olympics.com/en/paris-2024/results/athletics/men-s-100m/fnl-000100--;USA;United States
Silver Medal;2;2024-08-08;Lucia Yamileth YEPEZ GUZMAN;W;Wrestling;WRE;Women's Freestyle 53kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--;ECU;Ecuador
Silver Medal;2;2024-08-08;Anna COCKRELL;W;Athletics;ATH;Women's 400m Hurdles;https://olympics.com/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--;USA;United States
Bronze Medal;3;2024-06-08;Brittany BROWN;W;Athletics;ATH;Women's 200m;https://olympics.com/en/paris-2024/results/athletics/women-s-200m/fnl-000100--;USA;United States
Gold Medal;1;2024-06-08;Cole HOCKER;M;Athletics;ATH;Men's 1500m;https://olympics.com/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--;USA;United States
Bronze Medal;3;2024-07-29;Matej BENUS;M;Canoe Slalom;CSL;Men's Canoe Single;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--;SVK;Slovakia
Bronze Medal;3;2024-05-08;Emmanouil KARALIS;M;Athletics;ATH;Men's Pole Vault;https://olympics.com/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--;GRE;Greece
Gold Medal;1;2024-06-08;Miltiadis TENTOGLOU;M;Athletics;ATH;Men's Long Jump;https://olympics.com/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--;GRE;Greece
Silver Medal;2;2024-10-08;Ronald KWEMOI;M;Athletics;ATH;Men's 5000m;https://olympics.com/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--;KEN;Kenya
Bronze Medal;3;2024-09-08;Dauren KURUGLIEV;M;Wrestling;WRE;Men's Freestyle 86kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000200--;GRE;Greece
Silver Medal;2;2024-07-08;Katie MOON;W;Athletics;ATH;Women's Pole Vault;https://olympics.com/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--;USA;United States
Gold Medal;1;2024-03-08;Summer McINTOSH;W;Swimming;SWM;Women's 200m Individual Medley;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--;CAN;Canada
Gold Medal;1;2024-11-08;Harrie LAVREYSEN;M;Cycling Track;CTR;Men's Keirin;https://olympics.com/en/paris-2024/results/cycling-track/men-s-keirin/fnl---------;NED;Netherlands
Bronze Medal;3;2024-04-08;Charlotte FRY;O;Equestrian;EQD;Dressage Individual;https://olympics.com/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--;GBR;Great Britain
Bronze Medal;3;2024-09-08;Sifan HASSAN;W;Athletics;ATH;Women's 10,000m;https://olympics.com/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--;NED;Netherlands
Bronze Medal;3;2024-07-28;Eleanor HARVEY;W;Fencing;FEN;Women's Foil Individual;https://olympics.com/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000200--;CAN;Canada
Silver Medal;2;2024-07-31;Julie DERRON;W;Triathlon;TRI;Women's Individual;https://olympics.com/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--;SUI;Switzerland
Bronze Medal;3;2024-01-08;Roman MITYUKOV;M;Swimming;SWM;Men's 200m Backstroke;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--;SUI;Switzerland
Silver Medal;2;2024-09-08;JOHNSON-THOMPSON Katarina;W;Athletics;ATH;Women's Heptathlon;;GBR;Great Britain
Bronze Medal;3;2024-06-08;KIM Mi Rae;W;Diving;DIV;Women's 10m Platform;https://olympics.com/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--;PRK;DPR Korea
Bronze Medal;3;2024-07-29;Türkiye;M;Archery;ARC;Men's Team;https://olympics.com/en/paris-2024/results/archery/men-s-team/fnl-000200--;TUR;Türkiye
Gold Medal;1;2024-07-28;Korea;W;Archery;ARC;Women's Team;https://olympics.com/en/paris-2024/results/archery/women-s-team/fnl-000100--;KOR;Korea
Bronze Medal;3;2024-09-08;Great Britain;M;Athletics;ATH;Men's 4 x 100m Relay;https://olympics.com/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--;GBR;Great Britain
Bronze Medal;3;2024-10-08;Great Britain;M;Athletics;ATH;Men's 4 x 400m Relay;https://olympics.com/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-10-08;United States;M;Athletics;ATH;Men's 4 x 400m Relay;https://olympics.com/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--;USA;United States
